task_type,priority,difficulty,estimated_minutes,task_id,status,source,assignment_log_count,required_qualification_codes,shift_id,shift_date,shift_start_time,shift_actual_start_time,shift_actual_end_time,employee_id,employee_code,cargo_id,cargo_code,created_at,assigned_at,started_at,completed_at,due_at,queue_wait_minutes,assignment_to_start_minutes,fact_execution_minutes,total_cycle_minutes,actual_minutes_db,task_age_minutes,emp_task_assigned_count,emp_task_completed_count,emp_shift_score,minutes_into_shift,emp_profile_performance_factor,emp_profile_sigma,emp_profile_sample_count,emp_profile_mean_minutes,emp_profile_has_mean,emp_profile_source_kind,task_required_qual_count,emp_modifier_factor_product,emp_modifier_sigma_bonus_sum,emp_modifier_sample_count_sum,emp_required_modifier_count,label_true_minutes
DISPATCH_CARGO,4,4,19,2891,completed,auto,1,DISPATCH,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,14,E0014,563,SIMSHIFT-2026-06-05-C-RHHEKCC1,2026-06-10T16:05:00+00:00,2026-06-10T16:06:00+00:00,2026-06-10T16:09:00+00:00,2026-06-10T16:36:00+00:00,2026-06-10T17:35:00+00:00,1,3,27,31,27,1,5,5,14,426,1.1542,0.1244,14,21.0714,1,mixed,1,1.0,0.0,0,0,27
MOVE_BETWEEN_SLOTS,3,4,19,2892,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,8,E0008,603,SIMSHIFT-2026-06-06-C-MSAHAQ8N,2026-06-10T13:36:00+00:00,2026-06-10T14:21:00+00:00,2026-06-10T14:26:00+00:00,2026-06-10T14:41:00+00:00,2026-06-10T15:06:00+00:00,45,5,15,65,15,45,6,6,17,321,0.9926,0.1148,17,18.0,1,mixed,1,1.0,0.0,0,0,15
DISPATCH_CARGO,3,5,20,2893,completed,auto,1,DISPATCH,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,5,E0005,603,SIMSHIFT-2026-06-06-C-MSAHAQ8N,2026-06-10T14:43:00+00:00,2026-06-10T14:45:00+00:00,2026-06-10T14:51:00+00:00,2026-06-10T15:12:00+00:00,2026-06-10T16:30:00+00:00,2,6,21,29,21,2,7,7,16,345,1.1346,0.1224,12,21.8333,1,mixed,1,1.0,0.0,0,0,21
MOVE_BETWEEN_SLOTS,4,2,17,2894,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,6,E0006,602,SIMSHIFT-2026-06-06-C-9NXXIM2C,2026-06-10T13:39:00+00:00,2026-06-10T14:29:00+00:00,2026-06-10T14:33:00+00:00,2026-06-10T14:57:00+00:00,2026-06-10T14:25:00+00:00,50,4,24,78,24,50,5,5,21,329,1.2108,0.0987,18,21.6667,1,mixed,1,1.0,0.0,0,0,24
DISPATCH_CARGO,5,3,18,2895,completed,auto,1,DISPATCH,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,10,E0010,602,SIMSHIFT-2026-06-06-C-9NXXIM2C,2026-06-10T15:00:00+00:00,2026-06-10T15:00:00+00:00,2026-06-10T15:07:00+00:00,2026-06-10T15:27:00+00:00,2026-06-10T16:02:00+00:00,0,7,20,27,20,0,7,7,18,360,1.0182,0.1233,15,19.0,1,mixed,1,1.0,0.0,0,0,20
MOVE_BETWEEN_SLOTS,4,3,18,2896,completed,auto,1,FORKLIFT;MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,2,E0002,474,SIMSHIFT-2026-06-02-C-VIUXRTDT,2026-06-10T13:41:00+00:00,2026-06-10T15:39:00+00:00,2026-06-10T15:43:00+00:00,2026-06-10T16:20:00+00:00,2026-06-10T14:43:00+00:00,118,4,37,159,37,118,7,7,26,399,1.2578,0.252,25,22.24,1,mixed,2,1.0076,0.0233,20,1,37
DISPATCH_CARGO,4,1,17,2897,completed,auto,1,DISPATCH,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,4,E0004,474,SIMSHIFT-2026-06-02-C-VIUXRTDT,2026-06-10T16:23:00+00:00,2026-06-10T16:29:00+00:00,2026-06-10T16:34:00+00:00,2026-06-10T16:57:00+00:00,2026-06-10T17:38:00+00:00,6,5,23,34,23,6,6,6,14,449,1.0918,0.1483,16,19.875,1,mixed,1,1.0,0.0,0,0,23
PUTAWAY_TO_RACK,5,2,20,2898,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,8,E0008,782,SIMSHIFT-2026-06-10-C-WSS0QAUF,2026-06-10T13:45:00+00:00,2026-06-10T14:42:00+00:00,2026-06-10T14:46:00+00:00,2026-06-10T15:12:00+00:00,2026-06-10T15:06:00+00:00,57,4,26,87,26,57,7,7,21,342,1.1246,0.114,21,22.8095,1,mixed,1,1.0,0.0,0,0,26
PUTAWAY_TO_RACK,5,4,21,2899,completed,auto,1,FORKLIFT;MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,1,E0001,783,SIMSHIFT-2026-06-10-C-N4K767J0,2026-06-10T13:47:00+00:00,2026-06-10T16:06:00+00:00,2026-06-10T16:12:00+00:00,2026-06-10T16:40:00+00:00,2026-06-10T14:53:00+00:00,139,6,28,173,28,139,10,10,28,426,1.2599,0.2475,39,25.641,1,mixed,2,1.0577,0.0,27,1,28
PUTAWAY_TO_RACK,5,4,21,2900,completed,auto,1,FORKLIFT;MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,11,E0011,784,SIMSHIFT-2026-06-10-C-IAD3W7GU,2026-06-10T13:48:00+00:00,2026-06-10T16:15:00+00:00,2026-06-10T16:19:00+00:00,2026-06-10T16:43:00+00:00,2026-06-10T15:56:00+00:00,147,4,24,175,24,147,10,10,25,435,0.9545,0.0984,32,20.0,1,mixed,2,0.9933,0.0032,26,1,24
MOVE_BETWEEN_SLOTS,4,4,18,2901,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,7,E0007,542,SIMSHIFT-2026-06-04-C-P2U30R4M,2026-06-10T13:50:00+00:00,2026-06-10T14:45:00+00:00,2026-06-10T14:49:00+00:00,2026-06-10T15:12:00+00:00,2026-06-10T15:07:00+00:00,55,4,23,82,23,55,6,6,24,345,1.0873,0.0757,16,19.5625,1,mixed,1,1.0,0.0,0,0,23
DISPATCH_CARGO,4,5,20,2902,completed,auto,1,DISPATCH,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,15,E0015,542,SIMSHIFT-2026-06-04-C-P2U30R4M,2026-06-10T15:17:00+00:00,2026-06-10T15:18:00+00:00,2026-06-10T15:21:00+00:00,2026-06-10T15:46:00+00:00,2026-06-10T16:39:00+00:00,1,3,25,29,25,1,7,7,17,378,1.0789,0.1183,17,19.7059,1,mixed,1,1.0,0.0,0,0,25
MOVE_BETWEEN_SLOTS,3,3,18,2903,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,9,E0009,596,SIMSHIFT-2026-06-05-C-QTF2ZY5G,2026-06-10T13:51:00+00:00,2026-06-10T14:53:00+00:00,2026-06-10T15:00:00+00:00,2026-06-10T15:21:00+00:00,2026-06-10T14:45:00+00:00,62,7,21,90,21,62,5,5,19,353,1.0906,0.1095,14,19.9286,1,mixed,1,1.0,0.0,0,0,21
DISPATCH_CARGO,4,4,19,2904,completed,auto,1,DISPATCH,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,3,E0003,596,SIMSHIFT-2026-06-05-C-QTF2ZY5G,2026-06-10T15:24:00+00:00,2026-06-10T15:24:00+00:00,2026-06-10T15:27:00+00:00,2026-06-10T15:51:00+00:00,2026-06-10T16:27:00+00:00,0,3,24,27,24,0,5,5,20,384,1.128,0.0806,21,20.5714,1,mixed,1,1.0,0.0,0,0,24
MOVE_BETWEEN_SLOTS,3,5,20,2905,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,6,E0006,601,SIMSHIFT-2026-06-06-C-OMB85UJK,2026-06-10T13:53:00+00:00,2026-06-10T15:00:00+00:00,2026-06-10T15:03:00+00:00,2026-06-10T15:31:00+00:00,2026-06-10T15:22:00+00:00,67,3,28,98,28,67,6,6,23,360,1.2108,0.0987,18,21.6667,1,mixed,1,1.0,0.0,0,0,28
DISPATCH_CARGO,4,2,18,2906,completed,auto,1,DISPATCH,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,12,E0012,601,SIMSHIFT-2026-06-06-C-OMB85UJK,2026-06-10T15:37:00+00:00,2026-06-10T15:39:00+00:00,2026-06-10T15:41:00+00:00,2026-06-10T16:07:00+00:00,2026-06-10T16:57:00+00:00,2,2,26,30,26,2,6,6,17,399,1.2165,0.1646,20,22.5,1,mixed,1,1.0,0.0,0,0,26
RECEIVE_TO_INBOUND,5,3,15,2907,completed,auto,1,FORKLIFT;RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,2,E0002,789,SIMSHIFT-2026-06-10-C-C7KBOS3E,2026-06-10T14:02:00+00:00,2026-06-10T16:21:00+00:00,2026-06-10T16:24:00+00:00,2026-06-10T16:50:00+00:00,2026-06-10T15:52:00+00:00,139,3,26,168,26,139,8,8,29,441,1.1942,0.2109,32,17.4688,1,mixed,2,0.9477,0.0,21,1,26
GENERAL,0,2,11,2908,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,13,E0013,,,2026-06-10T14:22:00+00:00,2026-06-10T15:08:00+00:00,2026-06-10T15:14:00+00:00,2026-06-10T15:28:00+00:00,2026-06-10T15:40:00+00:00,46,6,14,66,14,46,6,6,20,368,1.0133,0.1085,12,11.9167,1,mixed,0,1.0,0.0,0,0,14
GENERAL,2,5,13,2909,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,7,E0007,,,2026-06-10T14:30:00+00:00,2026-06-10T15:14:00+00:00,2026-06-10T15:21:00+00:00,2026-06-10T15:36:00+00:00,2026-06-10T15:19:00+00:00,44,7,15,66,15,44,7,7,28,374,1.0298,0.0543,12,12.0833,1,mixed,0,1.0,0.0,0,0,15
PUTAWAY_TO_RACK,4,1,19,2910,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,5,E0005,785,SIMSHIFT-2026-06-10-C-TGZQKFOM,2026-06-10T14:31:00+00:00,2026-06-10T15:15:00+00:00,2026-06-10T15:22:00+00:00,2026-06-10T15:41:00+00:00,2026-06-10T15:43:00+00:00,44,7,19,70,19,44,8,8,21,375,1.1584,0.133,18,24.3889,1,mixed,1,1.0,0.0,0,0,19
PUTAWAY_TO_RACK,6,5,22,2911,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,8,E0008,787,SIMSHIFT-2026-06-10-C-TCHHEJ7I,2026-06-10T14:33:00+00:00,2026-06-10T15:15:00+00:00,2026-06-10T15:17:00+00:00,2026-06-10T15:46:00+00:00,2026-06-10T15:18:00+00:00,42,2,29,73,29,42,8,8,23,375,1.1246,0.114,21,22.8095,1,mixed,1,1.0,0.0,0,0,29
RECEIVE_TO_INBOUND,5,3,15,2912,completed,auto,1,RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,9,E0009,790,SIMSHIFT-2026-06-10-C-WKO783FS,2026-06-10T14:35:00+00:00,2026-06-10T15:24:00+00:00,2026-06-10T15:26:00+00:00,2026-06-10T15:44:00+00:00,2026-06-10T15:57:00+00:00,49,2,18,69,18,49,6,6,22,384,0.9996,0.1251,28,14.8929,1,mixed,1,1.0,0.0,0,0,18
RECEIVE_TO_INBOUND,5,3,14,2913,completed,auto,1,RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,10,E0010,791,SIMSHIFT-2026-06-10-C-VCGUXUSY,2026-06-10T14:35:00+00:00,2026-06-10T15:30:00+00:00,2026-06-10T15:32:00+00:00,2026-06-10T15:55:00+00:00,2026-06-10T16:04:00+00:00,55,2,23,80,23,55,8,8,21,390,1.1826,0.1424,22,17.2273,1,mixed,1,1.0,0.0,0,0,23
RECEIVE_TO_INBOUND,5,1,13,2914,completed,auto,1,RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,13,E0013,792,SIMSHIFT-2026-06-10-C-FJJ69JPS,2026-06-10T14:36:00+00:00,2026-06-10T15:30:00+00:00,2026-06-10T15:32:00+00:00,2026-06-10T15:51:00+00:00,2026-06-10T16:23:00+00:00,54,2,19,75,19,54,7,7,22,390,1.2634,0.1933,28,18.75,1,mixed,1,1.0,0.0,0,0,19
RECEIVE_TO_INBOUND,3,5,16,2915,completed,auto,1,FORKLIFT;RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,1,E0001,793,SIMSHIFT-2026-06-10-C-66P1JJSV,2026-06-10T14:39:00+00:00,2026-06-10T16:42:00+00:00,2026-06-10T16:48:00+00:00,2026-06-10T17:09:00+00:00,2026-06-10T16:26:00+00:00,123,6,21,150,21,123,11,11,32,462,1.0703,0.1341,29,15.6897,1,mixed,2,0.9962,0.0,27,1,21
GENERAL,0,2,11,2916,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,6,E0006,,,2026-06-10T14:53:00+00:00,2026-06-10T15:34:00+00:00,2026-06-10T15:36:00+00:00,2026-06-10T15:48:00+00:00,2026-06-10T16:31:00+00:00,41,2,12,55,12,41,7,7,28,394,0.953,0.0722,0,0.0,0,synthetic,0,1.0,0.0,0,0,12
PUTAWAY_TO_RACK,5,3,20,2917,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,7,E0007,788,SIMSHIFT-2026-06-10-C-BTSEVS01,2026-06-10T14:57:00+00:00,2026-06-10T15:37:00+00:00,2026-06-10T15:40:00+00:00,2026-06-10T16:07:00+00:00,2026-06-10T16:57:00+00:00,40,3,27,70,27,40,8,8,33,397,1.1223,0.1592,24,23.125,1,mixed,1,1.0,0.0,0,0,27
PUTAWAY_TO_RACK,4,2,20,2918,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,5,E0005,786,SIMSHIFT-2026-06-10-C-MFJUKOVL,2026-06-10T15:00:00+00:00,2026-06-10T15:42:00+00:00,2026-06-10T15:44:00+00:00,2026-06-10T16:11:00+00:00,2026-06-10T17:14:00+00:00,42,2,27,71,27,42,9,9,22,402,1.1584,0.133,18,24.3889,1,mixed,1,1.0,0.0,0,0,27
RECEIVE_TO_INBOUND,5,1,13,2919,completed,auto,1,FORKLIFT;RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,11,E0011,794,SIMSHIFT-2026-06-10-C-NG1UGJSM,2026-06-10T15:02:00+00:00,2026-06-10T16:45:00+00:00,2026-06-10T16:51:00+00:00,2026-06-10T17:10:00+00:00,2026-06-10T17:13:00+00:00,103,6,19,128,19,103,11,11,29,465,1.1801,0.1375,30,16.9667,1,mixed,2,1.0042,0.006,25,1,19
GENERAL,2,3,12,2920,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,9,E0009,,,2026-06-10T15:12:00+00:00,2026-06-10T15:47:00+00:00,2026-06-10T15:53:00+00:00,2026-06-10T16:05:00+00:00,2026-06-10T16:57:00+00:00,35,6,12,53,12,35,7,7,25,407,1.0225,0.1326,15,11.9333,1,mixed,0,1.0,0.0,0,0,12
GENERAL,1,2,11,2921,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,15,E0015,,,2026-06-10T15:20:00+00:00,2026-06-10T15:48:00+00:00,2026-06-10T15:52:00+00:00,2026-06-10T16:07:00+00:00,2026-06-10T16:47:00+00:00,28,4,15,47,15,28,8,8,22,408,1.0492,0.1278,17,11.7059,1,mixed,0,1.0,0.0,0,0,15
GENERAL,1,2,11,2922,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,8,E0008,,,2026-06-10T15:45:00+00:00,2026-06-10T15:48:00+00:00,2026-06-10T15:53:00+00:00,2026-06-10T16:09:00+00:00,2026-06-10T17:32:00+00:00,3,5,16,24,16,3,9,9,28,408,1.2309,0.0995,11,13.9091,1,mixed,0,1.0,0.0,0,0,16
PUTAWAY_TO_RACK,6,3,21,2923,completed,auto,1,FORKLIFT;MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,2,E0002,790,SIMSHIFT-2026-06-10-C-WKO783FS,2026-06-10T15:49:00+00:00,2026-06-10T16:51:00+00:00,2026-06-10T16:53:00+00:00,2026-06-10T17:23:00+00:00,2026-06-10T17:54:00+00:00,62,2,30,94,30,62,9,9,32,471,1.1661,0.1499,30,24.3667,1,mixed,2,0.9883,0.0,22,1,30
RECEIVE_TO_INBOUND,5,4,15,2924,completed,auto,1,RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,6,E0006,795,SIMSHIFT-2026-06-10-C-64AKN0BC,2026-06-10T15:45:00+00:00,2026-06-10T15:51:00+00:00,2026-06-10T15:55:00+00:00,2026-06-10T16:08:00+00:00,2026-06-10T16:57:00+00:00,6,4,13,23,13,6,8,8,30,411,1.0333,0.1789,31,14.4839,1,mixed,1,1.0,0.0,0,0,13
PUTAWAY_TO_RACK,5,4,21,2925,completed,auto,1,FORKLIFT;MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,1,E0001,792,SIMSHIFT-2026-06-10-C-FJJ69JPS,2026-06-10T15:52:00+00:00,2026-06-10T17:11:00+00:00,2026-06-10T17:15:00+00:00,2026-06-10T17:40:00+00:00,2026-06-10T17:26:00+00:00,79,4,25,108,25,79,12,12,37,491,1.2599,0.2475,39,25.641,1,mixed,2,1.0577,0.0,27,1,25
PUTAWAY_TO_RACK,5,3,20,2926,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,13,E0013,791,SIMSHIFT-2026-06-10-C-VCGUXUSY,2026-06-10T15:55:00+00:00,2026-06-10T15:56:00+00:00,2026-06-10T16:01:00+00:00,2026-06-10T16:26:00+00:00,2026-06-10T17:35:00+00:00,1,5,25,31,25,1,8,8,23,416,1.0758,0.1538,19,22.6842,1,mixed,1,1.0,0.0,0,0,25
GENERAL,1,2,11,2927,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,12,E0012,,,2026-06-10T16:21:00+00:00,2026-06-10T16:26:00+00:00,2026-06-10T16:32:00+00:00,2026-06-10T16:43:00+00:00,2026-06-10T18:11:00+00:00,5,6,11,22,11,5,7,7,19,446,0.9402,0.0781,0,0.0,0,synthetic,0,1.0,0.0,0,0,11
PUTAWAY_TO_RACK,5,4,21,2928,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,3,E0003,795,SIMSHIFT-2026-06-10-C-64AKN0BC,2026-06-10T16:23:00+00:00,2026-06-10T16:25:00+00:00,2026-06-10T16:32:00+00:00,2026-06-10T16:59:00+00:00,2026-06-10T18:06:00+00:00,2,7,27,36,27,2,6,6,24,445,1.0873,0.0694,31,22.129,1,mixed,1,1.0,0.0,0,0,27
RECEIVE_TO_INBOUND,4,5,16,2929,completed,auto,1,FORKLIFT;RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,11,E0011,796,SIMSHIFT-2026-06-10-C-7Q7IBG2Z,2026-06-10T16:25:00+00:00,2026-06-10T17:13:00+00:00,2026-06-10T17:15:00+00:00,2026-06-10T17:45:00+00:00,2026-06-10T18:18:00+00:00,48,2,30,80,30,48,12,12,30,493,1.1801,0.1375,30,16.9667,1,mixed,2,1.0042,0.006,25,1,30
RECEIVE_TO_INBOUND,4,1,13,2930,completed,auto,1,RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,10,E0010,797,SIMSHIFT-2026-06-10-C-PKCLJKZG,2026-06-10T16:25:00+00:00,2026-06-10T16:28:00+00:00,2026-06-10T16:31:00+00:00,2026-06-10T16:50:00+00:00,2026-06-10T17:20:00+00:00,3,3,19,25,19,3,9,9,24,448,1.1826,0.1424,22,17.2273,1,mixed,1,1.0,0.0,0,0,19
GENERAL,2,3,12,2931,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,4,E0004,,,2026-06-10T16:54:00+00:00,2026-06-10T16:59:00+00:00,2026-06-10T17:03:00+00:00,2026-06-10T17:19:00+00:00,2026-06-10T17:48:00+00:00,5,4,16,25,16,5,7,7,15,479,1.0524,0.0958,20,11.8,1,mixed,0,1.0,0.0,0,0,16
PUTAWAY_TO_RACK,6,4,22,2932,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,14,E0014,789,SIMSHIFT-2026-06-10-C-C7KBOS3E,2026-06-10T16:56:00+00:00,2026-06-10T16:59:00+00:00,2026-06-10T17:02:00+00:00,2026-06-10T17:29:00+00:00,2026-06-10T18:49:00+00:00,3,3,27,33,27,3,6,6,18,479,1.1012,0.1543,20,22.55,1,mixed,1,1.0,0.0,0,0,27
PUTAWAY_TO_RACK,5,3,21,2933,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,12,E0012,797,SIMSHIFT-2026-06-10-C-PKCLJKZG,2026-06-10T16:54:00+00:00,2026-06-10T17:00:00+00:00,2026-06-10T17:06:00+00:00,2026-06-10T17:27:00+00:00,2026-06-10T18:59:00+00:00,6,6,21,33,21,6,8,8,21,480,1.0553,0.1468,27,21.7778,1,mixed,1,1.0,0.0,0,0,21
RECEIVE_TO_INBOUND,4,4,15,2934,completed,auto,1,RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,15,E0015,798,SIMSHIFT-2026-06-10-C-U5JT8WE9,2026-06-10T16:54:00+00:00,2026-06-10T16:56:00+00:00,2026-06-10T16:58:00+00:00,2026-06-10T17:22:00+00:00,2026-06-10T18:59:00+00:00,2,2,24,28,24,2,9,9,24,476,1.3131,0.1099,18,18.7778,1,mixed,1,1.0,0.0,0,0,24
GENERAL,0,2,11,2935,completed,auto,1,,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,5,E0005,,,2026-06-10T17:05:00+00:00,2026-06-10T17:10:00+00:00,2026-06-10T17:15:00+00:00,2026-06-10T17:27:00+00:00,2026-06-10T19:14:00+00:00,5,5,12,22,12,5,10,10,24,490,0.9631,0.0741,0,0.0,0,synthetic,0,1.0,0.0,0,0,12
RECEIVE_TO_INBOUND,4,5,16,2936,completed,auto,1,RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,10,E0010,799,SIMSHIFT-2026-06-10-C-6IO2TZ5R,2026-06-10T17:06:00+00:00,2026-06-10T17:09:00+00:00,2026-06-10T17:16:00+00:00,2026-06-10T17:42:00+00:00,2026-06-10T19:05:00+00:00,3,7,26,36,26,3,10,10,25,489,1.1826,0.1424,22,17.2273,1,mixed,1,1.0,0.0,0,0,26
RECEIVE_TO_INBOUND,4,1,13,2937,completed,auto,1,RECEIVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,13,E0013,800,SIMSHIFT-2026-06-10-C-JUY8FDZS,2026-06-10T17:07:00+00:00,2026-06-10T17:09:00+00:00,2026-06-10T17:15:00+00:00,2026-06-10T17:35:00+00:00,2026-06-10T18:56:00+00:00,2,6,20,28,20,2,9,9,26,489,1.2634,0.1933,28,18.75,1,mixed,1,1.0,0.0,0,0,20
PUTAWAY_TO_RACK,5,1,19,2938,completed,auto,1,MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,3,E0003,793,SIMSHIFT-2026-06-10-C-66P1JJSV,2026-06-10T17:12:00+00:00,2026-06-10T17:16:00+00:00,2026-06-10T17:22:00+00:00,2026-06-10T17:44:00+00:00,2026-06-10T19:00:00+00:00,4,6,22,32,22,4,7,7,28,496,1.0873,0.0694,31,22.129,1,mixed,1,1.0,0.0,0,0,22
PUTAWAY_TO_RACK,5,2,20,2939,completed,auto,1,FORKLIFT;MOVE,20,2026-06-10,2026-06-10T09:00:00+00:00,2026-06-10T09:00:00+00:00,2026-06-10T18:00:00+00:00,2,E0002,794,SIMSHIFT-2026-06-10-C-NG1UGJSM,2026-06-10T17:13:00+00:00,2026-06-10T17:26:00+00:00,2026-06-10T17:28:00+00:00,2026-06-10T17:56:00+00:00,2026-06-10T18:01:00+00:00,13,2,28,43,28,13,10,10,35,506,1.1661,0.1499,30,24.3667,1,mixed,2,0.9883,0.0,22,1,28
PUTAWAY_TO_RACK,6,5,22,2940,completed,auto,3,MOVE,21,2026-06-11,2026-06-11T09:00:00+00:00,2026-06-11T09:00:00+00:00,2026-06-11T18:00:00+00:00,1,E0001,798,SIMSHIFT-2026-06-10-C-U5JT8WE9,2026-06-10T17:29:00+00:00,2026-06-11T09:00:00+00:00,2026-06-11T09:08:00+00:00,2026-06-11T09:36:00+00:00,2026-06-10T18:24:00+00:00,931,8,28,967,28,931,0,0,0,0,1.2599,0.2475,39,25.641,1,mixed,1,1.0,0.0,0,0,28
