⛔ NO_SHIFTS | tick=e525060c-11da-4de0-934f-f65cc924cc4a | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=3.9ms | ts=2026-04-23T11:06:06.239564+00:00
⛔ NO_SHIFTS | tick=5e318283-a9f2-4b56-bded-88655469ab5b | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.5ms | ts=2026-04-23T11:24:26.580588+00:00
⛔ NO_SHIFTS | tick=f7325e46-f245-4ea5-80bd-568515c028c7 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.7ms | ts=2026-04-23T11:24:31.580294+00:00
⛔ NO_SHIFTS | tick=9db8a0a1-b3a7-4003-8d8f-2ade80315bca | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.7ms | ts=2026-04-23T11:24:36.583432+00:00
⛔ NO_SHIFTS | tick=73f6f21d-6183-4cfa-a3d7-86b5a2365302 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.6ms | ts=2026-04-23T11:24:41.586302+00:00
⛔ NO_SHIFTS | tick=85d216fe-0182-4d83-ab78-357d799c21ae | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.7ms | ts=2026-04-23T11:24:46.589981+00:00
⛔ NO_SHIFTS | tick=c81e256f-3290-4429-9bab-974994d24fc0 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.5ms | ts=2026-04-23T11:24:51.589785+00:00
⛔ NO_SHIFTS | tick=354d8bfe-d635-40e0-ba3e-ece928bf58cc | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.8ms | ts=2026-04-23T11:24:56.595759+00:00
⛔ NO_SHIFTS | tick=f54b473c-0c0b-43e2-85aa-8ae757546e90 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.6ms | ts=2026-04-23T11:25:01.601291+00:00
⛔ NO_SHIFTS | tick=65f49ac8-603b-4a23-9a39-18370eb0510e | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.9ms | ts=2026-04-23T11:25:06.603373+00:00
⛔ NO_SHIFTS | tick=29e63128-d8a3-49bf-b1d8-57bb0c9df4a6 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.7ms | ts=2026-04-23T11:25:11.604867+00:00
⛔ NO_SHIFTS | tick=81d2cdea-cbd3-4fbb-ac73-629e66547852 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.6ms | ts=2026-04-23T11:25:16.605911+00:00
⛔ NO_SHIFTS | tick=5e9d8f00-5ebb-46f6-9e02-6adac041368c | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.6ms | ts=2026-04-23T11:25:21.605568+00:00
⛔ NO_SHIFTS | tick=34989b94-ad2a-4e3e-99db-ec6e4333ab36 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=2.6ms | ts=2026-04-23T11:25:26.606791+00:00
⛔ NO_SHIFTS | tick=9710eead-6caa-49d8-a392-a67c1692744e | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=2.6ms | ts=2026-04-23T11:25:31.605886+00:00
⛔ NO_SHIFTS | tick=092092f8-e456-4582-8a21-b183214be366 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.5ms | ts=2026-04-23T11:25:36.609394+00:00
⛔ NO_SHIFTS | tick=807cea5e-9a15-46d3-b0d5-b2546b3b7538 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.6ms | ts=2026-04-23T11:25:41.609289+00:00
⛔ NO_SHIFTS | tick=3c3d4ab4-9bbe-4561-8976-2d2c9752862b | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.8ms | ts=2026-04-23T11:25:46.614513+00:00
⛔ NO_SHIFTS | tick=fa8f4f20-0bc9-4cf0-9b0f-5686e1528246 | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.6ms | ts=2026-04-23T11:25:51.615372+00:00
⛔ NO_SHIFTS | tick=1a141f7e-7501-4bea-927f-27231b9b6e4f | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.6ms | ts=2026-04-23T11:25:56.615086+00:00
⛔ NO_SHIFTS | tick=add5f3d5-f1dd-45c5-8a81-9f7257ccb61c | shifts=0 | pool=0 | tried=0 | assigned=0 | back=0 | lost=0 | changed=0 | skip=0 | dur=1.7ms | ts=2026-04-23T11:26:01.615209+00:00
